Item Fat Content,Item Identifier,Type,Item Type,Outlet Establishment Year,Outlet Identifier,Outlet Location Type,Outlet Size,Outlet Type,Item Visibility,Item Weight,Sales,Rating
Regular,FDF08,Food,Fruits and Vegetables,2022,OUT018,Tier 3,Medium,Supermarket Type2,0,14.3,89.8856,3.7
Low Fat,FDV49,Food,Canned,2022,OUT018,Tier 3,Medium,Supermarket Type2,2.59,10,264.7226,3.7
Regular,FDU19,Food,Fruits and Vegetables,2022,OUT018,Tier 3,Medium,Supermarket Type2,4.7,8.77,173.8422,3.7
Low Fat,FDZ52,Food,Frozen Foods,2018,OUT027,Tier 3,Medium,Supermarket Type3,9.96,12.87,109.1886,3.7
Low Fat,NCA42,Non-Consumable,Household,2018,OUT027,Tier 3,Medium,Supermarket Type3,2.84,13.38,158.0604,3.7
Low Fat,NCQ50,Non-Consumable,Household,2018,OUT027,Tier 3,Medium,Supermarket Type3,3.41,13.38,211.9218,3.7
Low Fat,FDU39,Food,Meat,2018,OUT027,Tier 3,Medium,Supermarket Type3,3.59,12.82,58.3562,3.7
Low Fat,FDF58,Food,Snack Foods,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.95,12.99,64.551,3.7
Low Fat,FDH34,Food,Snack Foods,2018,OUT027,Tier 3,Medium,Supermarket Type3,3.09,12.99,186.6582,3.7
Low Fat,FDK57,Food,Snack Foods,2018,OUT027,Tier 3,Medium,Supermarket Type3,7.99,12.99,120.044,3.7
Low Fat,FDM10,Food,Snack Foods,2018,OUT027,Tier 3,Medium,Supermarket Type3,7.56,12.99,215.1218,3.7
Low Fat,FDQ22,Food,Snack Foods,2018,OUT027,Tier 3,Medium,Supermarket Type3,2.96,12.99,40.9822,3.7
Low Fat,DRI01,Drink,Soft Drinks,2018,OUT027,Tier 3,Medium,Supermarket Type3,3.43,11.85,173.1422,3.7
Regular,FDT24,Food,Baking Goods,2018,OUT027,Tier 3,Medium,Supermarket Type3,0,12.28,75.9328,3.7
Regular,FDT47,Food,Breads,2018,OUT027,Tier 3,Medium,Supermarket Type3,2.44,11.35,95.9068,3.7
Regular,FDD40,Food,Dairy,2018,OUT027,Tier 3,Medium,Supermarket Type3,1.47,13.43,193.6162,3.7
Regular,FDG56,Food,Fruits and Vegetables,2018,OUT027,Tier 3,Medium,Supermarket Type3,7.11,13.22,60.5536,3.7
Regular,FDQ45,Food,Snack Foods,2018,OUT027,Tier 3,Medium,Supermarket Type3,1.09,12.99,185.3608,3.7
Regular,DRC01,Drink,Soft Drinks,2018,OUT027,Tier 3,Medium,Supermarket Type3,1.91,11.85,48.4692,3.7
Regular,FDD59,Food,Starchy Foods,2018,OUT027,Tier 3,Medium,Supermarket Type3,6.59,13.69,81.896,3.7
Regular,FDO10,Food,Snack Foods,2014,OUT013,Tier 3,High,Supermarket Type1,1.27,13.65,57.6588,3.6
Low Fat,FDG02,Food,Canned,2020,OUT017,Tier 2,Small,Supermarket Type1,1.13,7.855,189.6188,3.6
Regular,FDH14,Food,Canned,2014,OUT013,Tier 3,High,Supermarket Type1,4.68,17.1,141.1838,3.6
Regular,FDG12,Food,Baking Goods,2015,OUT045,Tier 2,Small,Supermarket Type1,0,6.635,121.3098,3.6
Low Fat,NCC31,Non-Consumable,Household,2017,OUT035,Tier 2,Small,Supermarket Type1,1.99,8.02,154.5972,3.6
Low Fat,FDW11,Food,Breads,2022,OUT018,Tier 3,Medium,Supermarket Type2,4.9,12.6,61.9194,3.6
Regular,FDE40,Food,Dairy,2018,OUT027,Tier 3,Medium,Supermarket Type3,9.87,13.43,62.9194,3.6
Regular,FDG33,Food,Seafood,2018,OUT027,Tier 3,Medium,Supermarket Type3,13.96,12.55,170.4764,3.6
Low Fat,FDA33,Food,Snack Foods,2015,OUT045,Tier 2,Small,Supermarket Type1,3.4,6.48,148.0076,3.6
Low Fat,FDC15,Food,Dairy,2020,OUT017,Tier 2,Small,Supermarket Type1,17.9,18.1,155.5288,3.6
Regular,DRB48,Drink,Soft Drinks,2016,OUT046,Tier 1,Small,Supermarket Type1,0,16.75,39.3822,3.6
Low Fat,FDK48,Food,Baking Goods,2016,OUT046,Tier 1,Small,Supermarket Type1,0,7.445,76.8354,3.6
Regular,FDH45,Food,Fruits and Vegetables,2017,OUT035,Tier 2,Small,Supermarket Type1,10.56,15.1,42.8796,3.6
Regular,FDW22,Food,Snack Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,3.03,9.695,222.9114,3.6
Regular,FDO27,Food,Meat,2022,OUT018,Tier 3,Medium,Supermarket Type2,17.98,6.175,95.2752,3.6
Regular,FDS33,Food,Snack Foods,2018,OUT027,Tier 3,Medium,Supermarket Type3,12.28,12.99,86.9514,3.6
Low Fat,NCZ06,Non-Consumable,Household,2014,OUT013,Tier 3,High,Supermarket Type1,9.41,19.6,252.2698,3.6
Regular,FDA52,Food,Frozen Foods,2015,OUT045,Tier 2,Medium,Supermarket Type1,12.87,16.2,178.437,3.6
Regular,FDM60,Food,Baking Goods,2022,OUT018,Tier 3,Medium,Supermarket Type2,4.83,10.8,41.5138,3.6
Regular,FDO10,Food,Snack Foods,2011,OUT010,Tier 3,Medium,Grocery Store,2.13,13.65,58.3588,3.6
Low Fat,FDD36,Food,Baking Goods,2012,OUT049,Tier 1,Medium,Supermarket Type1,2.13,13.3,119.8124,3.6
Low Fat,FDU02,Food,Dairy,2012,OUT049,Tier 1,Medium,Supermarket Type1,10.27,13.35,228.6352,3.6
Low Fat,FDB08,Food,Fruits and Vegetables,2012,OUT049,Tier 1,Medium,Supermarket Type1,3.12,6.055,158.7578,3.6
Low Fat,DRM23,Drink,Hard Drinks,2012,OUT049,Tier 1,Medium,Supermarket Type1,13.59,16.6,172.0422,3.6
Low Fat,NCD31,Non-Consumable,Household,2012,OUT049,Tier 1,Medium,Supermarket Type1,1.55,12.1,166.0526,3.6
Regular,FDV37,Food,Canned,2012,OUT049,Tier 1,Medium,Supermarket Type1,8.36,13,196.0426,3.6
Regular,FDT55,Food,Fruits and Vegetables,2012,OUT049,Tier 1,Medium,Supermarket Type1,0,13.6,156.4946,3.6
Low Fat,FDL16,Food,Frozen Foods,2018,OUT019,Tier 1,Small,Grocery Store,29.49,12.87,47.106,3.6
Low Fat,DRK11,Drink,Hard Drinks,2018,OUT019,Tier 1,Small,Grocery Store,1.88,11.4,148.0392,3.6
Low Fat,NCM26,Non-Consumable,Others,2018,OUT019,Tier 1,Small,Grocery Store,4.05,13.85,153.934,3.6
Low Fat,FDK09,Food,Snack Foods,2018,OUT019,Tier 1,Small,Grocery Store,16.07,12.99,227.5352,3.6
Low Fat,FDT46,Food,Snack Foods,2018,OUT019,Tier 1,Small,Grocery Store,5.39,12.99,52.1008,3.6
Regular,FDP13,Food,Canned,2018,OUT019,Tier 1,Small,Grocery Store,23.52,12.31,41.548,3.6
Regular,FDO03,Food,Meat,2018,OUT019,Tier 1,Small,Grocery Store,6.46,12.82,230.5352,3.6
Regular,FDO09,Food,Snack Foods,2018,OUT019,Tier 1,Small,Grocery Store,0,12.99,262.891,3.6
Low Fat,FDD17,Food,Frozen Foods,2016,OUT046,Tier 1,Small,Supermarket Type1,3.26,7.5,235.9906,3.6
Low Fat,FDC20,Food,Fruits and Vegetables,2016,OUT046,Tier 1,Small,Supermarket Type1,2.4,10.65,54.0272,3.6
Low Fat,NCI18,Non-Consumable,Household,2016,OUT046,Tier 1,Small,Supermarket Type1,1.4,18.35,224.5746,3.6
Low Fat,FDW13,Food,Canned,2016,OUT046,Tier 1,Small,Supermarket Type1,9.79,8.5,52.5324,3.6
Low Fat,FDA50,Food,Dairy,2016,OUT046,Tier 1,Small,Supermarket Type1,8.72,16.25,98.341,3.6
Low Fat,FDT43,Food,Fruits and Vegetables,2016,OUT046,Tier 1,Small,Supermarket Type1,2.05,16.35,51.2324,3.6
Low Fat,FDD57,Food,Fruits and Vegetables,2016,OUT046,Tier 1,Small,Supermarket Type1,2.24,18.1,96.0094,3.6
Low Fat,DRG11,Drink,Hard Drinks,2016,OUT046,Tier 1,Small,Supermarket Type1,0,6.385,108.9596,3.6
Low Fat,NCB30,Non-Consumable,Household,2016,OUT046,Tier 1,Small,Supermarket Type1,2.57,14.6,199.9084,3.6
Low Fat,NCR50,Non-Consumable,Household,2016,OUT046,Tier 1,Small,Supermarket Type1,1.18,20.2,151.634,3.6
Low Fat,FDX21,Food,Snack Foods,2016,OUT046,Tier 1,Small,Supermarket Type1,8.5,7.05,111.1912,3.6
Low Fat,FDJ46,Food,Snack Foods,2016,OUT046,Tier 1,Small,Supermarket Type1,4.48,11.1,174.2054,3.6
Low Fat,FDX45,Food,Snack Foods,2016,OUT046,Tier 1,Small,Supermarket Type1,0,16.75,156.163,3.6
Regular,FDN23,Food,Breads,2016,OUT046,Tier 1,Small,Supermarket Type1,7.55,6.575,146.4444,3.6
Regular,FDV52,Food,Frozen Foods,2016,OUT046,Tier 1,Small,Supermarket Type1,12.15,20.7,118.0466,3.6
Regular,FDQ07,Food,Fruits and Vegetables,2016,OUT046,Tier 1,Small,Supermarket Type1,8.74,15.1,221.8456,3.6
Regular,FDX56,Food,Fruits and Vegetables,2016,OUT046,Tier 1,Small,Supermarket Type1,7.41,17.1,209.0638,3.6
Low Fat,NCE43,Non-Consumable,Household,2016,OUT046,Tier 1,Small,Supermarket Type1,10.34,12.5,170.8448,3.6
Low Fat,NCD07,Non-Consumable,Household,2020,OUT017,Tier 2,Medium,Supermarket Type1,0,9.1,115.4518,3.6
Low Fat,FDX13,Food,Canned,2015,OUT045,Tier 2,Medium,Supermarket Type1,4.79,7.725,250.2092,3.6
Low Fat,FDR26,Food,Dairy,2015,OUT045,Tier 2,Medium,Supermarket Type1,4.29,20.7,178.3028,3.6
Low Fat,FDD05,Food,Frozen Foods,2015,OUT045,Tier 2,Medium,Supermarket Type1,1.66,19.35,120.9098,3.6
Low Fat,FDQ20,Food,Fruits and Vegetables,2015,OUT045,Tier 2,Medium,Supermarket Type1,2.98,8.325,41.6138,3.6
Low Fat,NCI29,Non-Consumable,Health and Hygiene,2015,OUT045,Tier 2,Small,Supermarket Type1,3.27,8.6,140.9154,3.6
Low Fat,NCP55,Non-Consumable,Others,2015,OUT045,Tier 2,Small,Supermarket Type1,1.12,14.65,55.6614,3.6
Low Fat,FDI46,Food,Snack Foods,2015,OUT045,Tier 2,Small,Supermarket Type1,7.45,9.5,251.9724,3.6
Low Fat,FDI33,Food,Snack Foods,2015,OUT045,Tier 2,Small,Supermarket Type1,2.85,16.5,91.0146,3.6
Low Fat,DRE49,Drink,Soft Drinks,2015,OUT045,Tier 2,Small,Supermarket Type1,2.13,20.75,151.9024,3.6
Low Fat,FDF02,Food,Canned,2020,OUT017,Tier 2,Small,Supermarket Type1,10.41,16.2,102.499,3.6
Low Fat,NCP05,Non-Consumable,Health and Hygiene,2020,OUT017,Tier 2,Small,Supermarket Type1,2.54,19.6,151.7024,3.6
Low Fat,NCW30,Non-Consumable,Household,2020,OUT017,Tier 2,Small,Supermarket Type1,1.11,5.21,257.8962,3.6
Low Fat,NCL54,Non-Consumable,Household,2020,OUT017,Tier 2,Small,Supermarket Type1,8.32,12.6,174.5054,3.6
Low Fat,NCF42,Non-Consumable,Household,2020,OUT017,Tier 2,High,Supermarket Type1,16.83,17.35,176.7712,3.6
Low Fat,NCP30,Non-Consumable,Household,2020,OUT017,Tier 2,High,Supermarket Type1,3.3,20.5,39.3822,3.6
Low Fat,NCO43,Non-Consumable,Others,2020,OUT017,Tier 2,High,Supermarket Type1,4.74,5.5,100.0016,3.6
Low Fat,FDC46,Food,Snack Foods,2020,OUT017,Tier 2,High,Supermarket Type1,11.72,17.7,184.0266,3.6
Regular,FDL13,Food,Breakfast,2015,OUT045,Tier 2,High,Supermarket Type1,5.64,13.85,234.93,3.6
Regular,FDE41,Food,Frozen Foods,2015,OUT045,Tier 2,High,Supermarket Type1,6.41,9.195,85.9566,3.6
Regular,FDR27,Food,Meat,2015,OUT045,Tier 2,High,Supermarket Type1,9.63,15.1,133.4942,3.6
Regular,FDL21,Food,Snack Foods,2015,OUT045,Tier 2,High,Supermarket Type1,0.72,15.85,39.348,3.6
Regular,FDZ36,Food,Baking Goods,2020,OUT017,Tier 2,High,Supermarket Type1,6.62,6.035,184.424,3.6
Regular,FDW12,Food,Baking Goods,2020,OUT017,Tier 2,High,Supermarket Type1,3.58,8.315,144.3444,3.6
Regular,FDK25,Food,Breakfast,2020,OUT017,Tier 2,High,Supermarket Type1,15.77,11.6,168.3474,3.6
Regular,FDP08,Food,Fruits and Vegetables,2020,OUT017,Tier 2,Medium,Supermarket Type1,11.3,20.5,194.1478,3.6
Regular,FDM15,Food,Meat,2020,OUT017,Tier 2,Medium,Supermarket Type1,5.77,11.8,152.4366,3.6
Low Fat,DRF60,Drink,Soft Drinks,2015,OUT045,Tier 2,Medium,Supermarket Type1,5.22,10.8,240.3564,3.6
Low Fat,FDX58,Food,Snack Foods,2020,OUT017,Tier 2,Medium,Supermarket Type1,4.4,13.15,181.295,3.6
Low Fat,FDP11,Food,Breads,2017,OUT035,Tier 2,Small,Supermarket Type1,6.91,15.85,218.7166,3.6
Low Fat,DRI39,Drink,Dairy,2017,OUT035,Tier 2,Small,Supermarket Type1,9.7,13.8,57.493,3.6
Low Fat,FDF04,Food,Frozen Foods,2017,OUT035,Tier 2,Small,Supermarket Type1,1.36,17.5,256.4304,3.6
Low Fat,FDY31,Food,Fruits and Vegetables,2017,OUT035,Tier 2,Small,Supermarket Type1,4.36,5.98,148.2418,3.6
Low Fat,FDR43,Food,Fruits and Vegetables,2017,OUT035,Tier 2,Small,Supermarket Type1,16.15,18.2,37.819,3.6
Low Fat,NCC30,Non-Consumable,Household,2017,OUT035,Tier 2,Small,Supermarket Type1,2.76,16.6,176.6344,3.6
Low Fat,FDQ10,Food,Snack Foods,2017,OUT035,Tier 2,Small,Supermarket Type1,3.32,12.85,172.0422,3.6
Low Fat,FDL22,Food,Snack Foods,2017,OUT035,Tier 2,Small,Supermarket Type1,3.64,16.85,91.0488,3.6
Low Fat,DRG13,Drink,Soft Drinks,2017,OUT035,Tier 2,Small,Supermarket Type1,3.72,17.25,162.5526,3.6
Regular,FDM04,Food,Frozen Foods,2017,OUT035,Tier 2,Small,Supermarket Type1,4.71,9.195,52.0666,3.6
Regular,FDA04,Food,Frozen Foods,2017,OUT035,Tier 2,Small,Supermarket Type1,6.67,11.3,260.8962,3.6
Low Fat,FDE26,Food,Canned,2011,OUT010,Tier 3,Medium,Grocery Store,14.9,9.3,143.0786,3.6
Low Fat,FDA19,Food,Fruits and Vegetables,2011,OUT010,Tier 3,Medium,Grocery Store,9.23,7.52,128.7994,3.6
Low Fat,NCJ30,Non-Consumable,Household,2011,OUT010,Tier 3,Medium,Grocery Store,13.5,5.82,170.579,3.6
Low Fat,NCF18,Non-Consumable,Household,2011,OUT010,Tier 3,Medium,Grocery Store,14.89,18.35,191.9504,3.6
Low Fat,DRA12,Drink,Soft Drinks,2011,OUT010,Tier 3,High,Grocery Store,6.85,11.6,143.0154,3.6
Regular,FDN03,Food,Meat,2011,OUT010,Tier 3,High,Grocery Store,2.53,9.8,248.5408,3.6
Regular,FDV22,Food,Snack Foods,2011,OUT010,Tier 3,Small,Grocery Store,1.66,14.85,157.563,3.6
Low Fat,NCA17,Non-Consumable,Health and Hygiene,2014,OUT013,Tier 3,High,Supermarket Type1,4.54,20.6,148.4392,3.6
Low Fat,FDP38,Food,Canned,2014,OUT013,Tier 3,High,Supermarket Type1,3.21,10.1,50.9008,3.6
Low Fat,FDD50,Food,Canned,2014,OUT013,Tier 3,High,Supermarket Type1,14.15,18.85,168.4132,3.6
Low Fat,FDA50,Food,Dairy,2014,OUT013,Tier 3,High,Supermarket Type1,8.71,16.25,96.041,3.6
Low Fat,FDX20,Food,Fruits and Vegetables,2014,OUT013,Tier 3,High,Supermarket Type1,4.25,7.365,228.372,3.6
Low Fat,FDA56,Food,Fruits and Vegetables,2014,OUT013,Tier 3,High,Supermarket Type1,0.88,9.21,120.8414,3.6
Low Fat,FDB33,Food,Fruits and Vegetables,2014,OUT013,Tier 3,High,Supermarket Type1,1.46,17.75,158.1262,3.6
Low Fat,FDL44,Food,Fruits and Vegetables,2014,OUT013,Tier 3,High,Supermarket Type1,1.23,18.25,162.8894,3.6
Low Fat,DRH23,Drink,Hard Drinks,2014,OUT013,Tier 3,High,Supermarket Type1,17.02,14.65,55.2614,3.6
Low Fat,NCK29,Non-Consumable,Health and Hygiene,2014,OUT013,Tier 3,High,Supermarket Type1,12.57,5.615,123.473,3.6
Low Fat,NCN43,Non-Consumable,Others,2014,OUT013,Tier 3,High,Supermarket Type1,0.68,12.15,122.173,3.6
Low Fat,NCM19,Non-Consumable,Others,2014,OUT013,Tier 3,High,Supermarket Type1,4.72,12.65,114.1202,3.6
Low Fat,FDC47,Food,Snack Foods,2014,OUT013,Tier 3,High,Supermarket Type1,11.88,15,229.9694,3.6
Low Fat,FDR10,Food,Snack Foods,2014,OUT013,Tier 3,High,Supermarket Type1,1,17.6,161.5552,3.6
Regular,FDP36,Food,Baking Goods,2014,OUT013,Tier 3,High,Supermarket Type1,9.11,10.395,52.3008,3.6
Regular,FDI04,Food,Frozen Foods,2014,OUT013,Tier 3,High,Supermarket Type1,7.29,13.65,197.1426,3.6
Regular,FDU16,Food,Frozen Foods,2014,OUT013,Tier 3,High,Supermarket Type1,5.82,19.25,85.2908,3.6
Regular,FDG56,Food,Fruits and Vegetables,2014,OUT013,Tier 3,High,Supermarket Type1,7.14,13.3,61.0536,3.6
Regular,FDF08,Food,Fruits and Vegetables,2014,OUT013,Tier 3,High,Supermarket Type1,6.52,14.3,88.4856,3.6
Low Fat,NCM54,Non-Consumable,Household,2022,OUT018,Tier 3,Medium,Supermarket Type2,5.11,17.7,127.3678,3.6
Low Fat,FDV21,Food,Snack Foods,2022,OUT018,Tier 3,Medium,Supermarket Type2,17.18,11.5,126.0704,3.6
Low Fat,FDS12,Food,Baking Goods,2022,OUT018,Tier 3,Medium,Supermarket Type2,17.48,9.1,127.2362,3.6
Low Fat,FDX16,Food,Frozen Foods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0,17.85,148.005,3.6
Low Fat,FDM32,Food,Fruits and Vegetables,2022,OUT018,Tier 3,Medium,Supermarket Type2,2.07,20.5,88.183,3.6
Low Fat,NCM06,Non-Consumable,Household,2022,OUT018,Tier 3,Medium,Supermarket Type2,7.6,7.475,153.9656,3.6
Low Fat,NCN18,Non-Consumable,Household,2022,OUT018,Tier 3,Medium,Supermarket Type2,12.52,8.895,113.3544,3.6
Low Fat,NCF07,Non-Consumable,Household,2022,OUT018,Tier 3,Medium,Supermarket Type2,3.22,9,102.0016,3.6
Low Fat,NCB43,Non-Consumable,Household,2022,OUT018,Tier 3,Medium,Supermarket Type2,10.03,20.2,188.6898,3.6
Low Fat,FDV15,Food,Meat,2022,OUT018,Tier 3,Medium,Supermarket Type2,14.68,10.3,102.3648,3.6
Low Fat,FDX34,Food,Snack Foods,2022,OUT018,Tier 3,Medium,Supermarket Type2,7.23,6.195,120.6098,3.6
Low Fat,DRJ24,Drink,Soft Drinks,2022,OUT018,Tier 3,Medium,Supermarket Type2,11.38,11.8,185.3924,3.6
Regular,FDT14,Food,Dairy,2022,OUT018,Tier 3,Medium,Supermarket Type2,12.82,10.695,121.844,3.6
Regular,FDT19,Food,Fruits and Vegetables,2022,OUT018,Tier 3,Medium,Supermarket Type2,14.56,7.59,172.808,3.6
Regular,FDI34,Food,Snack Foods,2022,OUT018,Tier 3,Medium,Supermarket Type2,8.55,10.65,231.4668,3.6
Low Fat,DRH51,Drink,Dairy,2018,OUT027,Tier 3,Medium,Supermarket Type3,0,13.43,89.1856,3.6
Low Fat,FDU38,Food,Dairy,2018,OUT027,Tier 3,Medium,Supermarket Type3,8.22,13.43,192.9504,3.6
Low Fat,FDB32,Food,Fruits and Vegetables,2018,OUT027,Tier 3,Medium,Supermarket Type3,2.33,13.22,94.8778,3.6
Low Fat,FDS08,Food,Fruits and Vegetables,2018,OUT027,Tier 3,Medium,Supermarket Type3,5.67,13.22,178.437,3.6
Low Fat,DRG23,Drink,Hard Drinks,2018,OUT027,Tier 3,Medium,Supermarket Type3,8.64,11.4,151.2682,3.6
Low Fat,NCK18,Non-Consumable,Household,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.67,13.38,164.1184,3.6
Low Fat,NCT42,Non-Consumable,Household,2018,OUT027,Tier 3,Medium,Supermarket Type3,2.48,13.38,151.0392,3.6
Low Fat,NCV30,Non-Consumable,Household,2018,OUT027,Tier 3,Medium,Supermarket Type3,6.56,13.38,62.351,3.6
Regular,FDL48,Food,Baking Goods,2018,OUT027,Tier 3,Medium,Supermarket Type3,8.19,12.28,46.8034,3.6
Regular,FDA02,Food,Dairy,2018,OUT027,Tier 3,Medium,Supermarket Type3,2.96,13.43,143.5786,3.6
Regular,FDR32,Food,Fruits and Vegetables,2018,OUT027,Tier 3,Medium,Supermarket Type3,8.54,13.22,226.7694,3.6
Regular,FDZ39,Food,Meat,2018,OUT027,Tier 3,Medium,Supermarket Type3,1.79,12.82,103.499,3.6
Regular,FDI21,Food,Snack Foods,2018,OUT027,Tier 3,Medium,Supermarket Type3,5.63,12.99,63.9168,3.6
Regular,FDO46,Food,Snack Foods,2018,OUT027,Tier 3,Medium,Supermarket Type3,1.41,12.99,187.3872,3.6
Regular,FDW21,Food,Snack Foods,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.59,12.99,98.8358,3.6
Regular,FDI16,Food,Frozen Foods,2018,OUT027,Tier 3,Medium,Supermarket Type3,13.51,12.87,52.564,3.6
Regular,FDH17,Food,Frozen Foods,2015,OUT045,Tier 2,Small,Supermarket Type1,1.67,16.2,96.9726,3.5
Regular,FDV10,Food,Snack Foods,2017,OUT035,Tier 2,Small,Supermarket Type1,6.67,7.645,42.3112,3.5
Low Fat,FDM20,Food,Fruits and Vegetables,2022,OUT018,Tier 3,Medium,Supermarket Type2,0,10,246.9144,3.5
Low Fat,FDH35,Food,Starchy Foods,2015,OUT045,Tier 2,Small,Supermarket Type1,0,18.25,164.7526,3.5
Regular,FDI04,Food,Frozen Foods,2022,OUT018,Tier 3,Medium,Supermarket Type2,7.32,13.65,197.6426,3.5
Low Fat,NCD06,Non-Consumable,Household,2016,OUT046,Tier 1,Small,Supermarket Type1,9.93,13,45.406,3.5
Regular,FDB35,Food,Starchy Foods,2014,OUT013,Tier 3,High,Supermarket Type1,6.46,12.3,92.9804,3.5
Low Fat,DRE49,Drink,Soft Drinks,2020,OUT017,Tier 2,Small,Supermarket Type1,2.14,20.75,153.0024,3.5
Low Fat,FDU55,Food,Fruits and Vegetables,2015,OUT045,Tier 2,Small,Supermarket Type1,3.6,16.2,260.6278,3.5
Low Fat,FDL27,Food,Meat,2012,OUT049,Tier 1,Medium,Supermarket Type1,1.06,6.17,66.3826,3.5
Low Fat,FDB27,Food,Dairy,2016,OUT046,Tier 1,Small,Supermarket Type1,5.54,7.575,195.2768,3.5
Low Fat,FDH19,Food,Meat,2016,OUT046,Tier 1,Small,Supermarket Type1,3.31,19.35,175.4738,3.5
Regular,FDZ13,Food,Canned,2022,OUT018,Tier 3,Medium,Supermarket Type2,15.41,7.84,51.935,3.5
Low Fat,FDH57,Food,Fruits and Vegetables,2016,OUT046,Tier 1,Small,Supermarket Type1,3.57,10.895,133.6284,3.5
Regular,FDL52,Food,Frozen Foods,2014,OUT013,Tier 3,High,Supermarket Type1,0,6.635,39.7506,3.5
Low Fat,FDC15,Food,Dairy,2011,OUT010,Tier 3,Medium,Grocery Store,29.79,18.1,156.7288,3.5
Regular,FDU21,Food,Snack Foods,2017,OUT035,Tier 2,Small,Supermarket Type1,7.67,11.8,34.7558,3.5
Low Fat,FDL08,Food,Fruits and Vegetables,2014,OUT013,Tier 3,High,Supermarket Type1,4.97,10.8,245.9144,3.5
Low Fat,NCQ05,Non-Consumable,Health and Hygiene,2014,OUT013,Tier 3,High,Supermarket Type1,0,11.395,151.6708,3.5
Low Fat,FDD58,Food,Snack Foods,2017,OUT035,Tier 2,Small,Supermarket Type1,5.93,7.76,99.77,3.5
Low Fat,FDV45,Food,Snack Foods,2016,OUT046,Tier 1,Small,Supermarket Type1,4.5,16.75,186.4556,3.5
Low Fat,NCX42,Non-Consumable,Household,2014,OUT013,Tier 3,High,Supermarket Type1,0.6,6.36,164.5526,3.5
Low Fat,FDP19,Food,Fruits and Vegetables,2016,OUT046,Tier 1,Small,Supermarket Type1,17.35,11.5,128.1652,3.5
Regular,FDL38,Food,Canned,2018,OUT019,Tier 1,Small,Grocery Store,2.58,12.31,88.4172,3.5
Low Fat,DRF23,Drink,Hard Drinks,2011,OUT010,Tier 3,Medium,Grocery Store,20.53,4.61,172.8396,3.5
Low Fat,FDH12,Food,Baking Goods,2012,OUT049,Tier 1,Medium,Supermarket Type1,8.51,9.6,105.128,3.5
Low Fat,FDM39,Food,Dairy,2012,OUT049,Tier 1,Medium,Supermarket Type1,5.36,6.42,178.6002,3.5
Low Fat,NCC43,Non-Consumable,Household,2012,OUT049,Tier 1,Medium,Supermarket Type1,9.29,7.39,249.5066,3.5
Low Fat,NCP54,Non-Consumable,Household,2012,OUT049,Tier 1,Medium,Supermarket Type1,3.52,15.35,122.873,3.5
Low Fat,NCG30,Non-Consumable,Household,2012,OUT049,Tier 1,Medium,Supermarket Type1,11.25,20.2,124.4046,3.5
Low Fat,NCN07,Non-Consumable,Others,2012,OUT049,Tier 1,Medium,Supermarket Type1,3.4,18.5,129.9284,3.5
Low Fat,FDP34,Food,Snack Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,13.74,12.85,157.663,3.5
Low Fat,DRD13,Drink,Soft Drinks,2012,OUT049,Tier 1,Medium,Supermarket Type1,4.92,15,65.2168,3.5
Regular,FDR37,Food,Breakfast,2012,OUT049,Tier 1,Medium,Supermarket Type1,6.64,16.5,181.2292,3.5
Regular,FDS16,Food,Frozen Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,6.63,15.15,147.876,3.5
Regular,FDF21,Food,Fruits and Vegetables,2012,OUT049,Tier 1,Medium,Supermarket Type1,5.89,10.3,191.653,3.5
Regular,FDR19,Food,Fruits and Vegetables,2012,OUT049,Tier 1,Medium,Supermarket Type1,16,13.5,147.6102,3.5
Regular,FDS33,Food,Snack Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,12.36,6.67,90.0514,3.5
Regular,FDT33,Food,Snack Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,3.4,7.81,168.7158,3.5
Regular,FDI10,Food,Snack Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,7.85,8.51,173.5422,3.5
Low Fat,FDY52,Food,Frozen Foods,2018,OUT019,Tier 1,Small,Grocery Store,1.29,12.87,59.3536,3.5
Low Fat,FDY09,Food,Snack Foods,2018,OUT019,Tier 1,Small,Grocery Store,4.41,12.99,173.8054,3.5
Regular,FDH31,Food,Meat,2018,OUT019,Tier 1,Small,Grocery Store,0,12.82,98.2042,3.5
Regular,DRA24,Drink,Soft Drinks,2018,OUT019,Tier 1,Small,Grocery Store,6.99,11.85,163.2868,3.5
Low Fat,FDO24,Food,Baking Goods,2016,OUT046,Tier 1,Small,Supermarket Type1,17.62,11.1,158.8604,3.5
Low Fat,FDL04,Food,Frozen Foods,2016,OUT046,Tier 1,Small,Supermarket Type1,11.19,19,106.5622,3.5
Low Fat,FDZ44,Food,Fruits and Vegetables,2016,OUT046,Tier 1,Small,Supermarket Type1,3.87,8.185,117.1808,3.5
Low Fat,FDA56,Food,Fruits and Vegetables,2016,OUT046,Tier 1,Small,Supermarket Type1,0.88,9.21,123.1414,3.5
